7,29888585,-97946522,-89,21 March 2014 14:29:00,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
18,29888538,-97946462,-83,21 March 2014 14:29:07,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
29,29888506,-97946398,-83,21 March 2014 14:29:07,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
40,29888490,-97946283,-83,21 March 2014 14:29:07,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
51,29888489,-97946222,-83,21 March 2014 14:29:07,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
62,29888493,-97946162,-83,21 March 2014 14:29:07,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
73,29888501,-97946105,-83,21 March 2014 14:29:07,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
84,29888513,-97946053,-83,21 March 2014 14:29:07,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
95,29888522,-97945945,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
106,29888544,-97945896,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
117,29888569,-97945840,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
128,29888607,-97945719,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
139,29888620,-97945663,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
150,29888622,-97945603,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
161,29888629,-97945543,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
172,29888690,-97945462,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
183,29888719,-97945416,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
194,29888762,-97945381,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
205,29888806,-97945361,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
216,29888861,-97945349,-83,21 March 2014 14:29:39,HP8A2F27,2412,e6:4c:3a:62:59:d2,[IBSS]
