110,29888569,-97945840,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
11,29888538,-97946462,-90,21 Mar 2014 14:29:07,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
121,29888607,-97945719,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
132,29888620,-97945663,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
143,29888622,-97945603,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
154,29888629,-97945543,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
165,29888690,-97945462,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
176,29888719,-97945416,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
187,29888762,-97945381,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
198,29888806,-97945361,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
209,29888861,-97945349,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
22,29888506,-97946398,-90,21 Mar 2014 14:29:07,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
3,29888585,-97946522,-90,21 Mar 2014 14:29:00,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
33,29888490,-97946283,-90,21 Mar 2014 14:29:07,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
44,29888489,-97946222,-90,21 Mar 2014 14:29:07,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
454,29889533,-97946933,-83,21 Mar 2014 14:33:03,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
466,29889533,-97946933,-83,21 Mar 2014 14:33:08,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
474,29889533,-97946933,-83,21 Mar 2014 14:33:15,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
482,29889533,-97946933,-83,21 Mar 2014 14:33:20,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
55,29888493,-97946162,-90,21 Mar 2014 14:29:07,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
66,29888501,-97946105,-90,21 Mar 2014 14:29:07,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
77,29888513,-97946053,-90,21 Mar 2014 14:29:07,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
88,29888522,-97945945,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
99,29888544,-97945896,-90,21 Mar 2014 14:29:39,Amped_Pro_SR,2412,f8:7b:8c:03:23:7f,[WPA-PSK-CCMP][WPS][ESS]
