_id,latitude,longitude,rssi,logdate,ssid,freq,bssid,capabilities
1100,29889450,-97953302,-75,21 Mar 2014 14:42:26,Cem 3,5280,00:0d:b9:1e:33:c8,[ESS]
1101,29889482,-97953341,-83,21 Mar 2014 14:42:31,TexasStateUniversity,2462,cc:d5:39:7c:89:c2,[ESS]
1102,29889482,-97953341,-92,21 Mar 2014 14:42:31,,2412,c0:25:5c:de:62:01,[WPA2-PSK-CCMP][ESS]
1103,29889482,-97953341,-87,21 Mar 2014 14:42:31,TexasStateWPA,2412,68:86:a7:28:8c:80,[WPA2-EAP-CCMP][ESS]
1104,29889482,-97953341,-77,21 Mar 2014 14:42:31,Cem1,5320,00:21:a4:31:92:0d,[ESS]
1105,29889482,-97953341,-75,21 Mar 2014 14:42:31,Cem 3,5280,00:0d:b9:1e:33:c8,[ESS]
1106,29889562,-97953404,-78,21 Mar 2014 14:42:36,TexasStateWPA,5560,cc:d5:39:7c:89:cc,[WPA2-EAP-CCMP][ESS]
1107,29889562,-97953404,-73,21 Mar 2014 14:42:36,Cem1,5320,00:21:a4:31:92:0d,[ESS]
1108,29889562,-97953404,-90,21 Mar 2014 14:42:36,BigBear,2417,28:c6:8e:06:fb:66,[WPA2-PSK-CCMP][WPS][ESS]
1109,29889562,-97953404,-78,21 Mar 2014 14:42:37,TexasStateWPA,5560,cc:d5:39:7c:89:cc,[WPA2-EAP-CCMP][ESS]
1110,29889562,-97953404,-90,21 Mar 2014 14:42:37,BigBear,2417,28:c6:8e:06:fb:66,[WPA2-PSK-CCMP][WPS][ESS]
1111,29889562,-97953404,-82,21 Mar 2014 14:42:47,TexasStateUniversity,2462,cc:d5:39:7c:89:c2,[ESS]
1112,29889562,-97953404,-82,21 Mar 2014 14:42:47,,2462,cc:d5:39:7c:89:c0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS]
1113,29889562,-97953404,-80,21 Mar 2014 14:42:47,TexasStateWPA,2462,cc:d5:39:7c:89:c3,[WPA2-EAP-CCMP][ESS]
1114,29889562,-97953404,-90,21 Mar 2014 14:42:47,BigBear,2417,28:c6:8e:06:fb:66,[WPA2-PSK-CCMP][WPS][ESS]
