699,29889737,-97948998,-74,21 Mar 2014 14:36:09,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
703,29889709,-97949051,-74,21 Mar 2014 14:36:13,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
745,29889379,-97949507,-66,21 Mar 2014 14:36:57,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
752,29889298,-97949596,-66,21 Mar 2014 14:37:00,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
814,29889013,-97950381,-78,21 Mar 2014 14:38:09,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
816,29889079,-97950475,-78,21 Mar 2014 14:38:14,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
819,29889104,-97950521,-79,21 Mar 2014 14:38:21,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
822,29889131,-97950568,-79,21 Mar 2014 14:38:24,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
825,29889167,-97950611,-79,21 Mar 2014 14:38:30,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
828,29889232,-97950701,-79,21 Mar 2014 14:38:35,,2412,68:86:a7:28:8b:a1,[WPA2-PSK-CCMP][ESS]
